OTU_ID	S1	S2	Taxonomy
211278aca89d87794ad1993ac32a19ddc24e0ca7_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
769c66617942d59f24bfb645670779b622f58cce_6	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
e5c6f0cdef377572fa09cb87e4a73d87ef6149fb_3	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Capnobotryella;s__Capnobotryella sp MA 4642
e8d4c51b079c8d60b93ee18c1bdb67a05c9145a5_22	1	1	k__Fungi
18f5accf601ca314fe9f1bec2a68b9654b9fa832_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
c495b1348692f667a87086605be8ed2941f06e90_1	1	1	k__Fungi;p__Ascomycota
ea12152417cde0c5aa4307f118b8c6c007bf5d93_4	1	1	k__Fungi;p__Ascomycota
7b8ffd5b9cc6248ef733998c3badb88afecbdf69_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes sp 11147
d35760518f21a58b781618174c5e03132e2a5435_1	1	1	k__Fungi
1cab6ce913c5654f1af03d7f2f8b57eb7c30012e_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
ddd7e62285b8a88789c738466146a18e37297df4_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
d4c7ee3e5444b6ef1a412c3a2d058e361cd336cf_4	1	1	k__Fungi;p__Ascomycota
797dd9d7b967e427224e81f4f115b65ab6398792_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae sedis
e4713ee2a5aff2fafa12f140a8341d4219fbabb4_18	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Lachnellula
d4d2ad5fda6b94a9195e23ad14d068512f0f7c45_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Phaeothecoidea;s__Phaeothecoidea sp
4e4634f91999fb4e1c469226f540c7e514ae2688_1	1	1	k__Fungi
494940ec2b03a499c4e2f93c63b14b680c87f33c_4	1	1	k__Fungi;p__Ascomycota
f19b269c8197cc8448bca63199dd2141f9d926d0_2	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae sedis
ea26f76419ca5b4c8fddf893585918e6ed121046_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
0183e41a7ffc7dbc04de5c51b6b7d572e1cb5624_1	1	1	k__Fungi
a3d4230b9e79cd20da9c2df09d66b30d717d50ab_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
a6ac9d352c00592f6a4886da3da6084c22b68c92_1417	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria
35b70a6eb9ac1fa5a7e67763d470202c66a7add0_1	1	1	k__Fungi;p__Ascomycota
c9849fde2e614d9c6249b20707b511342cd3bc7b_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium expansum
2252657196a5b07363865a756cdf953b2d16ff0c_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Capnobotryella;s__Capnobotryella sp MA 4642
0863a8a523202ec0951de2f8967c92d2b1387894_5	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium
79809c458f0645adffe048092e33bea8312a8ba1_23	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
df62c371bf32e1356c0416deed600017f0284ccc_1	1	1	k__Fungi
9d9fee6ec639f47e0f3fd74a9fb2a2a2d92300c1_4	1	1	k__Fungi;p__Ascomycota;c__Incertae sedis;o__Incertae sedis;f__Incertae sedis;g__Knufia;s__Knufia sp
738b94de5e0f418cf2438b527274a2c9f257d85d_3	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Agyriales;f__Trapeliaceae;g__Sarea;s__Sarea sp
022373c653aaa61bd9f5c00f856a32991605cda2_31	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
ef0be3812ca62baa124187739198cfe635d6656e_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
2f54cdbe0df5eed1899512d5d6bf11a0083c1bf1_1	1	1	k__Fungi
43f1a9e18132b78189b4aed161a73ac410f36814_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium
537031e58896cbf677d52572992f88a9768e4abf_4	1	1	k__Fungi;p__Ascomycota
020a0918fdfebc59f0475416796eed4102f5a4a2_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
97fe5d1a272690e3174c320341a11f7454889e64_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
468293eb7c5727b022be9e5a5f4d43bf33852ebc_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae
467da2a39aa05cb7d9aea290b4e9735e3d280364_7	1	1	k__Fungi
38d39f6164a26b7bea7dab4dbdde001e92e37615_36	1	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Lulworthiales;f__Lulworthiaceae;g__Zalerion;s__Zalerion arboricola
a4915f296c13da3132ae0a41070273c98baa1846_29	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus;s__Aspergillus fumigatus
35897eb5425deadfef0889ffe269663bedc656a2_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;s__Phaeomoniella sp
1ce86cf757f3baeb5f3b8c294a2522eebdaf25f5_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes
df84980d86bf3d3c978cc64ee2fa5544413905bc_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
d1955e2499943c43a85458c9631d9e23a02f4f5c_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
6cc1d90e03f9514703e65850d8c4e88aaff67bd0_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__Leotiomycetes sp BLD3
c1f059c9ce9dcbf5bf42a58d63f70e79bd86ec9f_4	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria
401095a811a1b078f7ee972baccf4f8d043c65f7_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
cb3d828a70e9e3a98305157dd0c6e5687c2536b9_10	1	1	k__Fungi
fbc60fc099ac5b48df772a75c6b88fb4747556e3_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Capnobotryella;s__Capnobotryella sp MA 4642
439b2743658cd4257aa2acdb24a83cbf4cf367e9_1	1	1	k__Fungi;p__Ascomycota
067ffc7eb95964297ddd3003d08e452b6444a2cb_1	1	1	k__Fungi;p__Ascomycota
4e38dc24f6d1aa0a61d494f6cdc51a4157919632_5	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
b4be8901f96ac640e6c0d640245dcc64ad90c3e2_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
90544c83afe0bace2626ace356acdc65e97c8300_2	1	1	k__Fungi;p__Ascomycota
14b27a540c4414fd583a96153dae3a077266acaa_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Lachnellula;s__Lachnellula calyciformis
ca4546ad190791c54d0c1f8cb3753af3bed25624_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium;s__Lophodermium conigenum
b1675838c40f026d1bff02016c852750a75ee014_1	1	1	k__Fungi;p__Ascomycota
cd2934ba612194d0c68e0008001c28326c520dbb_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca sp
a274ce744c03f1ccfde13914c21d761e5facb481_1	1	1	k__Fungi;p__Ascomycota
237e0822c31e2cc5f4eff0a38ab4368d16dca395_1	1	1	k__Fungi
71fcb3f39e323e0de70cca226387767d6213067c_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Capnobotryella;s__Capnobotryella sp MA 4642
f946dc2a2c97e26c565beaf9e857d22984645c5e_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
0717b6d2e256e7c35496c56fda125622d548fdd6_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Dothiorella
1abed5a5dd4695d07d3d0340982f2c6b7f1cfa71_2	1	1	k__Fungi
c77c28a3b4952ab9870072e73fc27baee9ee10fc_12	1	1	k__Fungi
f27096b6ba47274ffc30dd2d7e5d04ab05a1c4ce_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
2040533b216034cdf423136028b63ff447b52dd7_4	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Agyriales;f__Trapeliaceae;g__Sarea;s__Sarea sp
e2d7ffc7d6b5dc066fad4edcd8cbb5b477cc62d8_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca sp
051f4e222456677c0c5a71c8f35e27cf60809b82_1	1	1	k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured Phaeotheca
f30b8fdcd2771c6f90c6fcd462d6ee03cee70a4d_1	1	1	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal sp TRN213
f9d555e59ee67d92ccf6bf47a3e4e80d72e5d350_3	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium;s__Lophodermium conigenum
2e4aca38465d1081d605e7ab90452656d6356778_1	1	1	k__Fungi
40ef9f91e15be4b8de2206627db41e99fa154032_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae
268807829381831cbaae0fdf4367694dd1a29f36_1	1	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae
6113e28b2c06a982bb7337e294fecde532a1cabb_247	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
693ade3e68f847d86c8253a669f2533de9096557_3	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Capnobotryella;s__Capnobotryella sp MA 4642
0f3134e2fc38596a2d7bb214ba6b1488eed3af32_15	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
9a1ee83bac7ea577c2fe826f4d797a0caacdbc26_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium;s__Lophodermium seditiosum
7c7e2bc57a9a1da405e6de6cab4c885d32812190_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Phaeothecoidea;s__Phaeothecoidea sp
4217baf7fba37f080d5a8e312b41c5675912bcf8_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
b835c5862293d00b035904eb48db0df5500737c4_1	1	1	k__Fungi;p__Ascomycota
f86161be79cd8c691c2f7d4c62bf79c25e8a3e55_1	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes
c25978828f876a4644dde6bf93ea511981a0665a_3	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae
bc3f132683cc25e32ad93af211e18c5201978b43_4	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Lachnellula
41fd3cf1f128964ac85c481a3edcd8495d265527_1	1	1	k__Fungi
bbf76a24895f8b86d2246f2fbb7cb0f0398b7076_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Lachnellula
3bbada468bc7ce2e3a49c8a32a4b4918452e90ac_13	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
45c2ea3bd4ad21f701c470136fe198c4f7b75197_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae
f57c981883f51628d5814edb2a80f8d5523dbd12_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca sp
09b8f1e15d40b1ba8d99431451bda459edcff41a_8	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca sp
e22fc7726de21c7a85dea8596f3f14503ce17f19_393	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
b8e649ebd7e11508820e6a41edf092cce441b11b_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium
fd251ca5d79cb46f97e663af6eae165ed686dc25_4	1	1	k__Fungi;p__Ascomycota
15b88894387cacf055290234c3dc1fce5e66c15d_1	1	1	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal sp TRN287
369c27576fe7544e8c5ee94cd79037587a577ee3_3	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes
b45a771173b16b41eb12f39b59d070a1db906dfb_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
2ca2813e48ddc80a71e3aefa1161c797c5dd0a07_75	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Phaeothecoidea;s__Phaeothecoidea sp
d24d4fc3742213f42ff251e75ed7504ec5ab5e97_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae
500b7a57b76affc27ec933b9d8a97fd34a31caf7_8	1	1	k__Fungi;p__Ascomycota
bba81a1fe7855f66c0a0ceda6ec679482041104e_4	1	1	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal sp TRN287
19a6f058ea96ad09e6b59b127f1a536dda6e1e10_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Elasticomyces;s__Elasticomyces elasticus
112403e0625e4c255eb16258b56716d17b205870_2	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca
e64a287fd85108551c5e80cb414bf4244f4c2065_1	1	1	k__Fungi
df79dfa234f6fe94160e08fdc593f34dbc3fea1a_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes
4fbc17ac5e43dd7e50c53bc7c641354a76e482b3_1	1	1	k__Fungi;p__Ascomycota
c34d47b59a9ec868a074757d490cec849dce614a_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium;s__Lophodermium seditiosum
7483a7353fbe66b7cff3bfdbd03983efe0c68c74_1	1	1	k__Fungi;p__Ascomycota
4cf35625dbf86ab3c97f3f1d2fdee8353373efd5_1	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes
bcd1b7fca3cca81236437ea37d52240e95d68fa3_1	1	1	k__Fungi
14f946cd7c08960c902fce61a93038f7c4dbdaa5_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae
76d0c1a0aec6ed873b978e7caaf4f90194f5a6e1_2	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron sp 07MA11
2ca674c7ce422f713f176128df7222f7a4fe71e6_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
db54b1952273b7cb15bb4615959370b321b6d079_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium;s__Lophodermium pinastri
8b1dc124f43438f2ae25ef8b4a9790f13f9c9e05_1	1	1	k__Fungi;p__Ascomycota
fbe0a6aac833bab8f145feb6c70d58fabf23111b_1	1	1	k__Fungi
1efe57b64b82ef517f0d6e2227492c37978a1889_1	1	1	k__Fungi
bddbc96dbe9817082d496f16cb43e571e1b7aa94_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
ace4a04d7b55720824e895995a5621eb16dcfbf7_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
31e8d2edc55bfef4db94655511bf526a4c5a34b2_1	1	1	k__Fungi;p__Ascomycota
8e679a2aeb4b1ccf50f22cea73654a3125d6132c_3	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae
dd0062f953bf959787218f1cd8a08ab392cb59f4_8	1	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales
82dc91776a6bea243bbe52624985b1378f0b6c01_341	1	1	k__Fungi;p__Ascomycota
5f3c2d603067b34f81b8d77989ae3b77a8b487f0_3	1	1	k__Fungi;p__Ascomycota
81e5241ddb42508db02b613366ffa15370dad58b_2	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales
301d7e2a8efa2a7ba0a9809fe5a8dcb0702a6447_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
5d659bc17cf79195321abeb39e558f0542020c4c_12	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Sporormiella;s__Sporormiella minimoides
748db4cb5866329e07b6b144c814b68dad61b321_5	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
ebf6adf0fe8e1d32155eef298e7c602ed89dae80_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus
238272aa0961cca1140779c73ff6df8f2f46babb_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
8918d7e1da8f3e4d2dcab0237a72d1a472e75d0c_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
03731f1b0f4ced9c4c798970439456bc2ea255aa_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes sp 11147
237d93aebf74e60b221b303d1d1ca71fd6fe876f_1	1	1	k__Fungi;p__Ascomycota
8c7ea67161689df4e8fe44eccec8eef1fcc885e6_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
868ed61351af9de742511c9549a2092f9e7ffc95_1	1	1	k__Fungi
37f620b6a50de3d6533dfc4d2c4c5f42c676a019_2	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium;s__Lophodermium conigenum
2f8c7116ceacecc576bf4279b0a3a7006ad7c9c6_1	1	1	k__Fungi
96cd941659d03c085bdcceeb53418d69b67e76fb_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae
52f23b17e1255339971d527d0a117e2605d22fc1_1	1	1	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal sp TRN213
0fc31493400b2d026c988eb17babae23db2d499b_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
1860ec9c3a00d439d83240a64aa0ed7cae482ca3_1	1	1	k__Fungi;p__Ascomycota
347c792e1e95be703a20baf3c76e6c24f0751977_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae sedis;g__Ochrocladosporium;s__Ochrocladosporium sp
a76a4a39b4b5b7790189354f3d8c806df4f90652_1	1	1	k__Fungi
c38d0f541c1dd0d1f9ec986ac238970a407fcd2a_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
45e246d5cda6232fe1b179230fd3b5a3bc76aa30_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia
0608eefb6b9ab8dc2c0927379dfb8c7dd4504f78_2	1	1	k__Fungi;p__Ascomycota
b28c83088c7b7ccdf385bc342f9bca04b1ff95fb_1	1	1	k__Fungi;p__Ascomycota
4efb4a79a4f2ea556fe7dd8385b28d86d64e446a_1	1	1	k__Fungi
e8cf9c5b2ae561c82e0b5fdd9ef6cd66c9a9f233_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__unidentified;s__Dothioraceae sp
1ce83f50017a6a1762ac65ddb662c4aa2da6327f_1	1	1	k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured Phaeotheca
48431294a22375ed72177959e8a3d76fca29792e_39	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;s__Phaeomoniella sp
56be84f10413ca315ce11e79147d51cf76a14dc4_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Montagnulaceae;g__Paraconiothyrium;s__Paraconiothyrium variabile
9a524f50d8901c9609e1ec2bea97a91402eedeea_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
26411561274c40fc9d1a385123215e85894dcc30_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes sp 11147
a396374ee30a1f7412b7080ff5709381cf0bbefa_1	1	1	k__Fungi;p__Ascomycota
2c131289a690a5d021e3289009e44ef165be1130_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
66db26d2144cdaa2813f7d17607193b355d7e829_3	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Pseudevernia;s__Pseudevernia furfuracea
39dfdfa796cb4bd77a7c92d250a2096da3381dad_17	1	1	k__Fungi;p__Ascomycota
88b15b08752bd86acb32e7fc34a850f645926cc9_4	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Capnobotryella;s__Capnobotryella sp MA 4642
95e4d556293f5748e91d953efd230417b6385c88_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
53aba8733f5f50da9880d87d3c587665c5156eca_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
75c322aa151db868ebb0e3a12fa4913ec4c53ffb_2	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella
4036683aaf9d0752bca92ad4f73b33b732ed9936_1	1	1	k__Fungi;p__Ascomycota
210218c3a94af0e62626291a1f7d181b8e494151_2	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
ae9890eadfbb588dc3a69c22b3f2bd0534f2725d_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
d9ac4a60f78255724687bab5c164ceb7ffb0bcd1_3	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
1484ab2d5f7d7e1538ced263d063d65a390f5571_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;s__Phaeomoniella sp
2c0a13c5e74b7b358a924ea42d949dc38e9b38e3_1	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
49aad3ad3b3bfa0dbe9275df8c6319ecb1918ebe_1	1	1	k__Fungi;p__Ascomycota
45a34e86e98b48b7b65937f8171eafc80e21b2b6_169	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes
b385c80d43af3d301db86edea37f65ce38b3667c_1	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Agyriales;f__Trapeliaceae;g__Sarea;s__Sarea sp
be6dbafd17bc595ad2248ef6669bd447d66fa241_1	1	1	k__Fungi
b00a8d246486e88893df095e3384916228baf71d_1	1	1	k__Fungi;p__Ascomycota
e2e116c87e57e5bb54eae1ffdaccc9ca00d65f31_106	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium;s__Lophodermium conigenum
05e42f225a490c2d064e4131354aa612400cf3ad_20	1	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae
c42c981761a95651d835d5c38334d2c4b1c30bf3_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae
bcc8f10c54133fe87543b19cdf2aa06358ad0716_1	1	1	k__Fungi;p__Ascomycota
cb56566e1319818d5f99321eaa35b5be45331592_1	1	1	k__Fungi
d5200595175bfca203d89fd5f900ac531202ea53_1	1	1	k__Fungi
1ede066658e1e2c390e3ab93b886f955ca863c0d_94	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;s__Phaeomoniella sp
2abd763c5e0fb3e4733eda3aaaed0456c7a0d046_9	1	1	k__Fungi
04a63b3a7516e47faf89f7cfffe757c356f9b6fb_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae
4797ef8966a189911dda7c07ff67bcec3a41e9db_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
